User,Title,Year,Rating
agamakar99,Slumdog. Milioner z ulicy,2008,9.0
agamakar99,Co gryzie Gilberta Grape'a,1993,9.0
agamakar99,Cinderella Story,2004,7.0
agamakar99,"Angus, stringi i przytulanki",2008,6.0
agamakar99,Tedi i poszukiwacze zaginionego miasta,2012,
agamakar99,Kołysanka,2010,6.0
agamakar99,SEXiPIStOLS,2006,7.0
agamakar99,Zakochani w Rzymie,2012,7.0
agamakar99,Vicky Cristina Barcelona,2008,8.0
agamakar99,Głowa w chmurach,2004,8.0
agamakar99,Sweeney Todd: Demoniczny golibroda z Fleet Street,2007,9.0
agamakar99,Casino Royale,2006,7.0
agamakar99,Śmierć nadejdzie jutro,2002,8.0
agamakar99,Harry Potter i Insygnia Śmierci: Część II,2011,8.0
agamakar99,Harry Potter i Insygnia Śmierci: Część I,2010,8.0
agamakar99,Harry Potter i Książę Półkrwi,2009,8.0
agamakar99,Titanic,1997,8.0
agamakar99,Świat to za mało,1999,8.0
agamakar99,Rozważna i romantyczna,1995,8.0
agamakar99,Harry Potter i Czara Ognia,2005,7.0
agamakar99,Turysta,2010,7.0
agamakar99,Skazani na Shawshank,1994,9.0
agamakar99,Harry Potter i Kamień Filozoficzny,2001,8.0
agamakar99,Edward Nożycoręki,1990,9.0
agamakar99,Harry Potter i Komnata Tajemnic,2002,9.0
agamakar99,To właśnie miłość,2003,9.0
agamakar99,Harry Potter i więzień Azkabanu,2004,9.0
agamakar99,Harry Potter i Zakon Feniksa,2007,8.0
agamakar99,Choć goni nas czas,2007,9.0
agamakar99,Skyfall,2012,9.0
agamakar99,007 Quantum of Solace,2008,8.0
agamakar99,Jutro nie umiera nigdy,1997,9.0
agamakar99,Mamma Mia!,2008,8.0
agamakar99,Człowiek w żelaznej masce,1998,8.0
agamakar99,Jeździec bez głowy,1999,9.0
agamakar99,Blow,2001,9.0
agamakar99,Wrogowie publiczni,2009,8.0
agamakar99,Dziennik zakrapiany rumem,2011,5.0
agamakar99,Maska Zorro,1998,8.0
agamakar99,Piraci z Karaibów: Na nieznanych wodach,2011,8.0
agamakar99,Piraci z Karaibów: Na krańcu świata,2007,9.0
agamakar99,Piraci z Karaibów: Skrzynia umarlaka,2006,8.0
agamakar99,Piraci z Karaibów: Klątwa Czarnej Perły,2003,9.0
agamakar99,Jak zostać królem,2010,9.0
agamakar99,Charlie i fabryka czekolady,2005,8.0
agamakar99,Marzyciel,2004,9.0
agamakar99,Cztery pokoje,1995,
agamakar99,Legenda Zorro,2005,8.0
agamakar99,Życie od kuchni,2007,7.0
agamakar99,Okrucieństwo nie do przyjęcia,2003,7.0
agamakar99,Kevin sam w domu,1990,8.0
agamakar99,Cziłała z Beverly Hills,2008,7.0
agamakar99,Zakręcony piątek,2003,8.0
agamakar99,Gwiezdny pył,2007,7.0
agamakar99,Alicja w Krainie Czarów,2010,8.0
agamakar99,Mroczne cienie,2012,6.0
agamakar99,Most do Terabithii,2007,9.0
agamakar99,Igrzyska śmierci,2012,9.0
agamakar99,Granice miłości,2008,9.0
agamakar99,Tajna agentka,2012,6.0
aga_brzostek2001,Black Adam,2022,8.0
aga_brzostek2001,Prodigy. Opętany,2019,6.0
aga_brzostek2001,Morbius,2022,6.0
aga_brzostek2001,Kapitan Marvel,2019,10.0
aga_brzostek2001,Wojna światów,2005,10.0
aga_brzostek2001,Czarna Pantera,2018,10.0
aga_brzostek2001,Annabelle: Narodziny zła,2017,7.0
aga_brzostek2001,Noc w muzeum,2006,10.0
aga_brzostek2001,Kraina lodu,2013,10.0
aga_brzostek2001,Harry Potter i Kamień Filozoficzny,2001,9.0
aga_brzostek2001,Alicja w Krainie Czarów,2010,10.0
aga_brzostek2001,Piąty element,1997,10.0
aga_brzostek2001,Ace Ventura: Psi detektyw,1994,9.0
aga_brzostek2001,Madagaskar,2005,8.0
aga_brzostek2001,Kevin sam w domu,1990,9.0
aga_brzostek2001,Kiler,1997,8.0
aga_brzostek2001,Epoka lodowcowa,2002,8.0
aga_brzostek2001,Jestem legendą,2007,8.0
aga_brzostek2001,Bruce Wszechmogący,2003,9.0
aga_brzostek2001,Król Lew,1994,9.0
aga_brzostek2001,Kod da Vinci,2006,9.0
aga_brzostek2001,Seksmisja,1983,9.0
aga_brzostek2001,Szósty zmysł,1999,8.0
aga_brzostek2001,Piraci z Karaibów: Klątwa Czarnej Perły,2003,8.0
aga_brzostek2001,Titanic,1997,9.0
aga_brzostek2001,Kac Vegas,2009,7.0
aga_brzostek2001,Shrek,2001,8.0
aga_brzostek2001,Marley i Ja,2008,10.0
agnieszka_bieniasz,Sam,2001,9.0
agnieszka_bieniasz,Leon zawodowiec,1994,10.0
agnieszka_bieniasz,Parasite,2019,8.0
agnieszka_bieniasz,Cudowny chłopak,2017,9.0
agnieszka_bieniasz,"Tamte dni, tamte noce",2017,9.0
agnieszka_bieniasz,Lato 1993,2017,8.0
agnieszka_bieniasz,Czarne lustro: Bandersnatch,2018,9.0
agnieszka_bieniasz,Życie Adeli – Rozdział 1 i 2,2013,8.0
agnieszka_bieniasz,Mała Miss,2006,7.0
agnieszka_bieniasz,Po tysiąc razy dobranoc,2013,9.0
agnieszka_bieniasz,Wszystko za życie,2007,10.0
agnieszka_bieniasz,"Wszystko, co dobre",2010,6.0
agnieszka_bieniasz,Zwierzęta nocy,2016,7.0
agnieszka_bieniasz,Pokój,2015,7.0
agnieszka_grzejdziak,Przemytnik,2018,7.0
agnieszka_grzejdziak,365 dni,2020,1.0
agnieszka_grzejdziak,Dżentelmeni,2019,8.0
agnieszka_grzejdziak,Parasite,2019,9.0
agnieszka_grzejdziak,Sala samobójców. Hejter,2020,8.0
agnieszka_grzejdziak,"Złap mnie, jeśli potrafisz",2002,9.0
agnieszka_grzejdziak,Pięćdziesiąt twarzy Greya,2015,5.0
agnieszka_grzejdziak,Interstellar,2014,8.0
agnieszka_grzejdziak,Incepcja,2010,9.0
agnieszka_grzejdziak,2012,2009,6.0
agnieszka_grzejdziak,Kobiety pragną bardziej,2009,6.0
agnieszka_grzejdziak,Skazani na Shawshank,1994,9.0
agonplp,Wyspa tajemnic,2010,9.0
agonplp,Ogniem i mieczem,1999,8.0
agonplp,Interstellar,2014,9.0
agonplp,Bękarty wojny,2009,6.0
agonplp,Nietykalni,2011,9.0
agonplp,Podziemny krąg,1999,10.0
agonplp,Zaginiona dziewczyna,2014,9.0
agonplp,Dzień świra,2002,8.0
agonplp,Joker,2019,10.0
Alen63,Wysoka fala,2012,9.0
ali576,Slumdog. Milioner z ulicy,2008,7.0
ali576,Alicja w Krainie Czarów,2010,10.0
ali576,Odlot,2009,10.0
ali576,Chłopiec w pasiastej piżamie,2008,10.0
ali576,Avatar,2009,7.0
ali576,Diabeł ubiera się u Prady,2006,10.0
ali576,Ciekawy przypadek Benjamina Buttona,2008,10.0
ali576,Ratatuj,2007,8.0
ali576,50 pierwszych randek,2004,9.0
ali576,Harry Potter i Czara Ognia,2005,10.0
ali576,Harry Potter i więzień Azkabanu,2004,10.0
ali576,Epoka lodowcowa,2002,6.0
ali576,Harry Potter i Kamień Filozoficzny,2001,10.0
ali576,Shrek,2001,10.0
ali576,Król Lew,1994,10.0
ali576,Kevin sam w domu,1990,6.0
ali576,Podaj dalej,2000,10.0
ali576,Forrest Gump,1994,7.0
ali576,Titanic,1997,8.0
alicjawojtera098,Erotica 2022,2020,2.0
AllieM,Zakon Świętej Agaty,2018,3.0
AllieM,"Tamte dni, tamte noce",2017,7.0
AllieM,La La Land,2016,8.0
AllieM,Fantastyczne zwierzęta i jak je znaleźć,2016,7.0
AllieM,Wyspa psów,2018,9.0
AllieM,Lady Bird,2017,6.0
AllieM,Dunkierka,2017,10.0
AllieM,Spider-Man: Homecoming,2017,7.0
AllieM,Moja łódź podwodna,2010,7.0
AllieM,Witaj w klubie,2013,9.0
AllieM,Mr. Nobody,2009,9.0
AllieM,Pokuta,2007,8.0
AllieM,Kochankowie z Księżyca. Moonrise Kingdom,2012,9.0
AllieM,Spotlight,2015,8.0
AllieM,Wyspa tajemnic,2010,8.0
AllieM,Skazani na Shawshank,1994,8.0
AllieM,Marsjanin,2015,7.0
AllieM,Zjawa,2015,8.0
AllieM,Rogi,2013,6.0
andrzej_hania_b,Tyler Rake: Ocalenie,2020,6.0
andrzej_hania_b,Antrum: The Deadliest Film Ever Made,2018,5.0
andrzej_hania_b,Super,2010,6.0
andrzej_hania_b,Blair Witch Project,1999,5.0
andrzej_hania_b,Joker,2019,9.0
andrzej_hania_b,Spider-Man: Daleko od domu,2019,9.0
andrzej_hania_b,Taksówkarz,1976,8.0
andrzej_hania_b,Tekkonkinkreet,2006,8.0
andrzej_hania_b,Koe no Katachi,2016,10.0
andrzej_hania_b,Kimi no Na wa.,2016,9.0
andrzej_hania_b,Fantastyczne zwierzęta: Zbrodnie Grindelwalda,2018,7.0
andrzej_hania_b,Makrokosmos,2001,8.0
andrzej_hania_b,Mikrokosmos,1996,8.0
andrzej_hania_b,Dziewiąte wrota,1999,8.0
andrzej_hania_b,Sierra Burgess jest przegrywem,2018,7.0
andrzej_hania_b,Tajemnice lasu,2014,6.0
andrzej_hania_b,Spider-Man Uniwersum,2018,8.0
andrzej_hania_b,Aquaman,2018,7.0
andrzej_hania_b,Ant-Man i Osa,2018,7.0
andrzej_hania_b,Avengers: Koniec gry,2019,9.0
andrzej_hania_b,Polar,2019,7.0
andrzej_hania_b,Perfect Blue,1997,8.0
andrzej_hania_b,Legenda lasu,2018,3.0
andrzej_hania_b,Wyjście przez sklep z pamiątkami,2010,9.0
andrzej_hania_b,Mordercze klowny z kosmosu,1988,7.0
andrzej_hania_b,Chirurgiczna precyzja,2012,8.0
andrzej_hania_b,Rocky Horror Picture Show,1975,8.0
andrzej_hania_b,Wszystko gra,2005,8.0
andrzej_hania_b,Różowe Flamingi,1972,10.0
andrzej_hania_b,Hobbit: Bitwa Pięciu Armii,2014,8.0
andrzej_hania_b,Intruz,2013,7.0
andrzej_hania_b,Hellraiser II: Hellbound,1988,7.0
andrzej_hania_b,Verónica,2017,4.0
andrzej_hania_b,V/H/S,2012,8.0
andrzej_hania_b,[REC] 4: Apokalipsa,2014,5.0
andrzej_hania_b,Paranormal Activity: Inny wymiar,2015,7.0
andrzej_hania_b,Tropiciele mogił 2,2012,5.0
andrzej_hania_b,Paranormal Activity: Naznaczeni,2013,7.0
andrzej_hania_b,"Widzę, widzę",2014,7.0
andrzej_hania_b,Hellraiser: Wysłannik piekieł,1987,8.0
andrzej_hania_b,Baba Jaga,2016,5.0
andrzej_hania_b,[Rec] 3: Geneza,2012,5.0
andrzej_hania_b,Opętana,2014,8.0
andrzej_hania_b,Grudge - Klątwa 2,2006,8.0
andrzej_hania_b,Paranormal Activity 4,2012,7.0
andrzej_hania_b,Tropiciele mogił,2011,8.0
andrzej_hania_b,Trzynaście duchów,2001,6.0
andrzej_hania_b,Ciche miejsce,2018,8.0
andrzej_hania_b,Bakemono no Ko,2015,8.0
andrzej_hania_b,Zabijam gigantów,2017,7.0
andrzej_hania_b,Ciemny kryształ,1982,8.0
andrzej_hania_b,Rytuał,2017,8.0
andrzej_hania_b,Willy Wonka i fabryka czekolady,1971,8.0
andrzej_hania_b,Magiczne drzewo,2008,6.0
andrzej_hania_b,Magiczny miecz - Legenda Camelotu,1998,8.0
andrzej_hania_b,Opowieści z Ziemiomorza,2006,8.0
andrzej_hania_b,Hotarubi no Mori e,2011,9.0
andrzej_hania_b,Labirynt,1986,8.0
andrzej_hania_b,Wilcze dzieci,2012,8.0
andrzej_hania_b,Angel-A,2005,8.0
andrzej_hania_b,Bibliotekarz II: Tajemnice kopalni króla Salomona,2006,6.0
andrzej_hania_b,Atramentowe serce,2008,7.0
andrzej_hania_b,Elektra,2005,6.0
andrzej_hania_b,Bibliotekarz: Tajemnica włóczni,2004,6.0
andrzej_hania_b,Flubber,1997,7.0
andrzej_hania_b,Kacper,1995,7.0
andrzej_hania_b,Ostatni smok,1996,8.0
andrzej_hania_b,Batman Forever,1995,7.0
andrzej_hania_b,Odgłosy,1977,8.0
andrzej_hania_b,Szkoła rocka,2003,7.0
andrzej_hania_b,Istota,2009,6.0
andrzej_hania_b,Goldfinger,1964,8.0
andrzej_hania_b,Świat to za mało,1999,7.0
andrzej_hania_b,Gorączka sobotniej nocy,1977,7.0
andrzej_hania_b,Akira,1988,8.0
andrzej_hania_b,Doktor No,1962,7.0
andrzej_hania_b,Film o pszczołach,2007,7.0
andrzej_hania_b,Opowieści z Narnii: Srebrne krzesło,2023,8.0
andrzej_hania_b,Paranormal Activity 3,2011,7.0
andrzej_hania_b,Mali agenci,2001,6.0
andrzej_hania_b,Podróż na Tajemniczą Wyspę,2012,6.0
andrzej_hania_b,Wszystkie psy idą do nieba,1989,8.0
andrzej_hania_b,Ghostbusters. Pogromcy duchów,2016,6.0
andrzej_hania_b,Źle się dzieje w El Royale,2018,8.0
andrzej_hania_b,Karate Kid,2010,8.0
andrzej_hania_b,The Ring 2,2005,7.0
andrzej_hania_b,Pitch Perfect 2,2015,6.0
andrzej_hania_b,Beksa,1990,7.0
andrzej_hania_b,Dr Dolittle,1998,8.0
andrzej_hania_b,Mumia: Grobowiec Cesarza Smoka,2008,7.0
andrzej_hania_b,Stalowy gigant,1999,9.0
andrzej_hania_b,Supersamiec,2007,6.0
andrzej_hania_b,[Rec] 2,2009,7.0
andrzej_hania_b,Power Rangers,2017,6.0
andrzej_hania_b,Jutro nie umiera nigdy,1997,7.0
andrzej_hania_b,"Dziś 13, jutro 30",2004,6.0
andrzej_hania_b,Harold i Kumar uciekają z Guantanamo,2008,7.0
andrzej_hania_b,Paranormal Activity 2,2010,7.0
andrzej_hania_b,Ghost Rider 2,2011,8.0
andrzej_hania_b,Atlantyda - zaginiony ląd,2001,8.0
andrzej_hania_b,Oszukać przeznaczenie 5,2011,5.0
andrzej_hania_b,Batman i Robin,1997,7.0
andrzej_hania_b,Dziwak,2014,7.0
andrzej_hania_b,Magic Mike XXL,2015,7.0
andrzej_hania_b,"Good Morning, Vietnam",1987,8.0
andrzej_hania_b,Park Jurajski III,2001,8.0
andrzej_hania_b,Nie bój się ciemności,2010,7.0
andrzej_hania_b,Głupi i głupszy bardziej,2014,6.0
andrzej_hania_b,Kick-Ass 2,2013,5.0
andrzej_hania_b,Kowboje i obcy,2011,7.0
andrzej_hania_b,Aniołki Charliego,2000,6.0
andrzej_hania_b,Hellboy: Złota armia,2008,7.0
andrzej_hania_b,Hercules,2014,7.0
andrzej_hania_b,American Assassin,2017,7.0
andrzej_hania_b,Grinch: świąt nie będzie,2000,7.0
andrzej_hania_b,40-letni prawiczek,2005,8.0
andrzej_hania_b,Dzwonnik z Notre Dame,1996,9.0
andrzej_hania_b,Lilo i Stich,2002,9.0
andrzej_hania_b,Straszny film 5,2013,5.0
andrzej_hania_b,Oszukać przeznaczenie 4,2009,5.0
andrzej_hania_b,Nosferatu - symfonia grozy,1922,5.0
andrzej_hania_b,Dawno temu w trawie,1998,8.0
andrzej_hania_b,R.I.P.D. Agenci z zaświatów,2013,6.0
andrzej_hania_b,Bogowie Egiptu,2016,5.0
andrzej_hania_b,Ekspres polarny,2004,7.0
andrzej_hania_b,Annabelle: Narodziny zła,2017,7.0
andrzej_hania_b,Percy Jackson: Morze potworów,2013,7.0
andrzej_hania_b,Planeta skarbów,2002,9.0
andrzej_hania_b,Czerwony Kapturek - Prawdziwa historia,2005,7.0
andrzej_hania_b,Klub winowajców,1985,7.0
andrzej_hania_b,Bonnie i Clyde,1967,8.0
andrzej_hania_b,Niekończąca się opowieść,1984,9.0
andrzej_hania_b,Piksele,2015,6.0
andrzej_hania_b,Koralina i tajemnicze drzwi,2009,6.0
andrzej_hania_b,Bright,2017,8.0
andrzej_hania_b,Wyspa psów,2018,9.0
andrzej_hania_b,Udając gliniarzy,2014,7.0
andrzej_hania_b,Gruby i chudszy,1996,6.0
andrzej_hania_b,Piękne istoty,2013,7.0
andrzej_hania_b,The Duff [#ta brzydka i gruba],2015,5.0
andrzej_hania_b,Projekt: Monster,2008,7.0
andrzej_hania_b,Fantastyczna Czwórka,2005,8.0
andrzej_hania_b,Zejście,2005,8.0
andrzej_hania_b,Sąsiedzi 2,2016,5.0
andrzej_hania_b,Straszny film 4,2006,7.0
andrzej_hania_b,Transformers: Ostatni Rycerz,2017,8.0
andrzej_hania_b,GoldenEye,1995,7.0
andrzej_hania_b,Rybki z ferajny,2004,7.0
andrzej_hania_b,"O dwóch takich, co poszli w miasto",2004,8.0
andrzej_hania_b,Okja,2017,7.0
andrzej_hania_b,Lara Croft Tomb Raider: Kolebka życia,2003,7.0
andrzej_hania_b,Jurassic World: Upadłe królestwo,2018,7.0
andrzej_hania_b,Zaginiony Świat: Jurassic Park,1997,8.0
andrzej_hania_b,Annabelle,2014,7.0
andrzej_hania_b,Pitch Perfect,2012,8.0
andrzej_hania_b,Hellboy,2004,8.0
andrzej_hania_b,Oszukać przeznaczenie 3,2006,6.0
andrzej_hania_b,Tarzan: Legenda,2016,7.0
andrzej_hania_b,Lekarstwo na życie,2016,7.0
andrzej_hania_b,Mumia powraca,2001,8.0
andrzej_hania_b,Mumia,2017,8.0
andrzej_hania_b,Pandorum,2009,8.0
andrzej_hania_b,Mustang z Dzikiej Doliny,2002,9.0
andrzej_hania_b,Super zioło,2001,5.0
andrzej_hania_b,Autopsja Jane Doe,2016,8.0
andrzej_hania_b,LOL,2012,7.0
andrzej_hania_b,Green Lantern,2011,8.0
andrzej_hania_b,9,2009,8.0
andrzej_hania_b,Baywatch. Słoneczny patrol,2017,7.0
andrzej_hania_b,Straszny film 3,2003,7.0
andrzej_hania_b,"Goście, goście",1993,8.0
andrzej_hania_b,Godzilla,2014,7.0
andrzej_hania_b,Jumanji: Przygoda w dżungli,2017,6.0
andrzej_hania_b,Opowieści z Narnii: Podróż Wędrowca do Świtu,2010,8.0
andrzej_hania_b,Wiecznie żywy,2013,6.0
andrzej_hania_b,Pogromcy duchów,1984,8.0
andrzej_hania_b,Gniew tytanów,2012,7.0
andrzej_hania_b,Percy Jackson i Bogowie Olimpijscy: Złodziej Pioruna,2010,7.0
andrzej_hania_b,Strażnicy marzeń,2012,7.0
andrzej_hania_b,Straszny film 2,2001,7.0
andrzej_hania_b,17 Again,2009,6.0
andrzej_hania_b,Mój brat niedźwiedź,2003,9.0
andrzej_hania_b,John Wick 2,2017,8.0
andrzej_hania_b,Valerian i Miasto Tysiąca Planet,2017,8.0
andrzej_hania_b,Łowca czarownic,2015,8.0
andrzej_hania_b,Król rozrywki,2017,8.0
andrzej_hania_b,Wpadka,2007,7.0
andrzej_hania_b,Lara Croft: Tomb Raider,2001,7.0
andrzej_hania_b,47 roninów,2013,7.0
andrzej_hania_b,1000 lat po Ziemi,2013,8.0
andrzej_hania_b,Burleska,2010,7.0
andrzej_hania_b,Hansel i Gretel: Łowcy czarownic,2013,7.0
andrzej_hania_b,Oszukać przeznaczenie 2,2003,7.0
andrzej_hania_b,Jaja w tropikach,2008,7.0
andrzej_hania_b,Herkules,1997,8.0
andrzej_hania_b,John Carter,2012,8.0
andrzej_hania_b,Player One,2018,6.0
andrzej_hania_b,Więzień labiryntu: Lek na śmierć,2018,7.0
andrzej_hania_b,Tron: Dziedzictwo,2010,7.0
andrzej_hania_b,Giganci ze stali,2011,8.0
andrzej_hania_b,Kong: Wyspa Czaszki,2017,8.0
andrzej_hania_b,Wredne dziewczyny,2004,7.0
andrzej_hania_b,Zakochany kundel,1955,9.0
andrzej_hania_b,Ace Ventura: Zew natury,1995,8.0
andrzej_hania_b,American Pie: Wesele,2003,7.0
andrzej_hania_b,Koszmar z ulicy Wiązów,1984,6.0
andrzej_hania_b,Magic Mike,2012,8.0
andrzej_hania_b,Step Up 2,2008,7.0
andrzej_hania_b,Szybcy i wściekli 8,2017,7.0
andrzej_hania_b,Spring Breakers,2012,7.0
andrzej_hania_b,Złoty kompas,2007,8.0
andrzej_hania_b,American Pie 2,2001,7.0
andrzej_hania_b,Rekiny wojny,2016,7.0
andrzej_hania_b,Faceci w czerni II,2002,8.0
andrzej_hania_b,Niesamowity Spider-Man 2,2014,8.0
andrzej_hania_b,Grease,1978,8.0
andrzej_hania_b,Kick-Ass,2010,7.0
andrzej_hania_b,Paranormal Activity,2007,8.0
andrzej_hania_b,Maczeta,2010,7.0
andrzej_hania_b,Kobieta w czerni,2012,7.0
andrzej_hania_b,Spider-Man 3,2007,8.0
andrzej_hania_b,Pacific Rim,2013,7.0
andrzej_hania_b,Indiana Jones i Królestwo Kryształowej Czaszki,2008,7.0
andrzej_hania_b,Starsza pani musi zniknąć,2003,7.0
andrzej_hania_b,Cloverfield Lane 10,2016,8.0
andrzej_hania_b,Faceci w czerni 3,2012,7.0
andrzej_hania_b,Liga Sprawiedliwości,2017,7.0
andrzej_hania_b,Spider-Man 2,2004,9.0
andrzej_hania_b,Agentka,2015,7.0
andrzej_hania_b,Merida Waleczna,2012,8.0
andrzej_hania_b,Babadook,2014,8.0
andrzej_hania_b,Venom,2018,8.0
andrzej_hania_b,Coco,2017,8.0
andrzej_hania_b,Sąsiedzi,2014,7.0
andrzej_hania_b,Ghost in the Shell,2017,7.0
andrzej_hania_b,Obecność 2,2016,7.0
andrzej_hania_b,American Pie: Zjazd absolwentów,2012,6.0
andrzej_hania_b,Sausage Party,2016,7.0
andrzej_hania_b,22 Jump Street,2014,7.0
andrzej_hania_b,Bodyguard Zawodowiec,2017,8.0
andrzej_hania_b,Mulan,1998,9.0
andrzej_hania_b,Co ty wiesz o swoim dziadku?,2016,6.0
andrzej_hania_b,Bridget Jones: W pogoni za rozumem,2004,5.0
andrzej_hania_b,X-Men: Ostatni bastion,2006,8.0
andrzej_hania_b,Assassin's Creed,2016,7.0
andrzej_hania_b,E.T.,1982,9.0
andrzej_hania_b,Spider-Man: Homecoming,2017,8.0
andrzej_hania_b,Indiana Jones i Świątynia Zagłady,1984,8.0
andrzej_hania_b,Człowiek ze stali,2013,8.0
andrzej_hania_b,Pocahontas,1995,9.0
andrzej_hania_b,Dyktator,2012,8.0
andrzej_hania_b,Bridget Jones 3,2016,5.0
andrzej_hania_b,Wolverine,2013,9.0
andrzej_hania_b,X-Men: Apocalypse,2016,8.0
andrzej_hania_b,[Rec],2007,9.0
andrzej_hania_b,Więzień labiryntu: Próby ognia,2015,7.0
andrzej_hania_b,Szybko i wściekle,2009,8.0
andrzej_hania_b,John Wick,2014,8.0
andrzej_hania_b,007 Quantum of Solace,2008,8.0
andrzej_hania_b,Elizjum,2013,8.0
andrzej_hania_b,Nerve,2016,7.0
andrzej_hania_b,Van Helsing,2004,7.0
andrzej_hania_b,Wonder Woman,2017,8.0
andrzej_hania_b,50 pierwszych randek,2004,7.0
andrzej_hania_b,Transformers 3,2011,8.0
andrzej_hania_b,X-Men,2000,8.0
andrzej_hania_b,Jurassic World,2015,8.0
andrzej_hania_b,To,2017,8.0
andrzej_hania_b,Batman v Superman: Świt sprawiedliwości,2016,7.0
andrzej_hania_b,Szybcy i wściekli: Tokio Drift,2006,9.0
andrzej_hania_b,Underworld,2003,5.0
andrzej_hania_b,Ant-Man,2015,8.0
andrzej_hania_b,X-Men 2,2003,8.0
andrzej_hania_b,21 Jump Street,2012,8.0
andrzej_hania_b,Galerianki,2009,4.0
andrzej_hania_b,Trzy metry nad niebem,2010,8.0
andrzej_hania_b,Strażnicy Galaktyki vol. 2,2017,7.0
andrzej_hania_b,Szybcy i wściekli 6,2013,7.0
andrzej_hania_b,"Borat: Podpatrzone w Ameryce, aby Kazachstan rósł w siłę, a ludzie żyli dostatniej",2006,7.0
andrzej_hania_b,Uciekaj!,2017,6.0
andrzej_hania_b,Captain America: Pierwsze starcie,2011,8.0
andrzej_hania_b,Wielka Szóstka,2014,8.0
andrzej_hania_b,Transformers: Zemsta upadłych,2009,8.0
andrzej_hania_b,Chappie,2015,8.0
andrzej_hania_b,Kac Vegas III,2013,6.0
andrzej_hania_b,X-Men Geneza: Wolverine,2009,9.0
andrzej_hania_b,Potwory i spółka,2001,9.0
andrzej_hania_b,Jeździec znikąd,2013,8.0
andrzej_hania_b,Numer 23,2007,8.0
andrzej_hania_b,Nie zadzieraj z fryzjerem,2008,8.0
andrzej_hania_b,X-Men: Pierwsza klasa,2011,8.0
andrzej_hania_b,Oszukać przeznaczenie,2000,8.0
andrzej_hania_b,Bohemian Rhapsody,2018,9.0
andrzej_hania_b,Szybcy i wściekli 5,2011,7.0
andrzej_hania_b,Szybcy i wściekli 7,2015,7.0
andrzej_hania_b,Jak wytresować smoka 2,2014,7.0
andrzej_hania_b,Piękna i Bestia,2017,8.0
andrzej_hania_b,Avengers: Wojna bez granic,2018,7.0
andrzej_hania_b,Igrzyska śmierci: Kosogłos. Część 2,2015,7.0
andrzej_hania_b,Silent Hill,2006,7.0
andrzej_hania_b,Kapitan Ameryka: Zimowy Żołnierz,2014,8.0
andrzej_hania_b,Matrix Rewolucje,2003,7.0
andrzej_hania_b,"X-Men: Przeszłość, która nadejdzie",2014,9.0
andrzej_hania_b,Katedra,2002,8.0
andrzej_hania_b,Spectre,2015,9.0
andrzej_hania_b,Kapitan Ameryka: Wojna bohaterów,2016,7.0
andrzej_hania_b,Pięćdziesiąt twarzy Greya,2015,2.0
andrzej_hania_b,Step Up - Taniec zmysłów,2006,6.0
andrzej_hania_b,Matrix Reaktywacja,2003,6.0
andrzej_hania_b,Millerowie,2013,7.0
andrzej_hania_b,Egzorcyzmy Emily Rose,2005,3.0
andrzej_hania_b,Logan: Wolverine,2017,8.0
andrzej_hania_b,Jesteś Bogiem,2012,7.0
andrzej_hania_b,Miasto 44,2014,7.0
andrzej_hania_b,Split,2016,8.0
andrzej_hania_b,Avengers: Czas Ultrona,2015,7.0
andrzej_hania_b,Thor,2011,8.0
andrzej_hania_b,Igrzyska śmierci: Kosogłos. Część 1,2014,7.0
andrzej_hania_b,Kingsman: Tajne służby,2014,7.0
andrzej_hania_b,Obecność,2013,8.0
andrzej_hania_b,Niezgodna,2014,7.0
andrzej_hania_b,Więzień labiryntu,2014,8.0
andrzej_hania_b,Indiana Jones i ostatnia krucjata,1989,8.0
andrzej_hania_b,Wołyń,2016,8.0
andrzej_hania_b,Strażnicy Galaktyki,2014,7.0
andrzej_hania_b,Ratatuj,2007,8.0
andrzej_hania_b,Straszny film,2000,9.0
andrzej_hania_b,Odlot,2009,8.0
andrzej_hania_b,Zwierzogród,2016,8.0
andrzej_hania_b,Dirty Dancing,1987,8.0
andrzej_hania_b,Dystrykt 9,2009,9.0
andrzej_hania_b,Poszukiwacze zaginionej Arki,1981,8.0
andrzej_hania_b,Faceci w czerni,1997,8.0
andrzej_hania_b,Dziennik Bridget Jones,2001,6.0
andrzej_hania_b,Głupi i głupszy,1994,7.0
andrzej_hania_b,Szybcy i wściekli,2001,8.0
andrzej_hania_b,Casino Royale,2006,7.0
andrzej_hania_b,Legion samobójców,2016,7.0
andrzej_hania_b,Ace Ventura: Psi detektyw,1994,8.0
andrzej_hania_b,Gwiazd naszych wina,2014,7.0
andrzej_hania_b,Jak wytresować smoka,2010,8.0
andrzej_hania_b,Skyfall,2012,8.0
andrzej_hania_b,Transformers,2007,8.0
andrzej_hania_b,WALL·E,2008,8.0
andrzej_hania_b,Kac Vegas w Bangkoku,2011,6.0
andrzej_hania_b,Jeździec bez głowy,1999,7.0
andrzej_hania_b,Igrzyska śmierci: W pierścieniu ognia,2013,7.0
andrzej_hania_b,Park Jurajski,1993,8.0
andrzej_hania_b,Nienawistna ósemka,2015,8.0
andrzej_hania_b,Sala samobójców,2011,7.0
andrzej_hania_b,Marsjanin,2015,8.0
andrzej_hania_b,Avengers,2012,8.0
andrzej_hania_b,Mroczny Rycerz powstaje,2012,8.0
